fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;country;province;region_1;region_2;variety;winery
8.2;0.59;0;2.5;0.093;19;58;1.0002;3.5;0.65;9.3;6;Portugal;Península de Setúbal;;;Rosé;Wines & Winemakers
9;0.46;0.23;2.8;0.092;28;104;0.9983;3.1;0.56;9.2;5;Argentina;Mendoza Province;Luján de Cuyo;;Malbec;Lagarde
9;0.69;0;2.4;0.088;19;38;0.999;3.35;0.6;9.3;5;Italy;Piedmont;Barolo;;Nebbiolo;Marchesi di Barolo
8.3;0.76;0.29;4.2;0.075;12;16;0.9965;3.45;0.68;11.5;6;US;Texas;Texas;;Sangiovese;McPherson
9.2;0.53;0.24;2.6;0.078;28;139;0.99788;3.21;0.57;9.5;5;France;Burgundy;Coteaux Bourguignons;;Pinot Noir-Gamay;Patriarche Père et Fils
6.5;0.615;0;1.9;0.065;9;18;0.9972;3.46;0.65;9.2;5;France;Burgundy;Saint-Véran;;Chardonnay;Paul Reitz
11.6;0.41;0.58;2.8;0.096;25;101;1.00024;3.13;0.53;10;5;US;California;Dry Creek Valley;Sonoma;Zinfandel;Pech Merle
11.1;0.39;0.54;2.7;0.095;21;101;1.0001;3.13;0.51;9.5;5;Italy;Piedmont;Barbaresco;;Nebbiolo;Punset
7.3;0.51;0.18;2.1;0.07;12;28;0.99768;3.52;0.73;9.5;6;Portugal;Alentejo;;;Antão Vaz;Ribafreixo
8.2;0.34;0.38;2.5;0.08;12;57;0.9978;3.3;0.47;9;6;Australia;Australia Other;South Eastern Australia;;Pinot Grigio;Jacob's Creek
8.6;0.33;0.4;2.6;0.083;16;68;0.99782;3.3;0.48;9.4;5;US;California;Sonoma Coast;Sonoma;Pinot Noir;William Knuttel
7.2;0.5;0.18;2.1;0.071;12;31;0.99761;3.52;0.72;9.6;6;US;New York;Finger Lakes;Finger Lakes;Cabernet Franc;Casa Larga
7.3;0.51;0.18;2.1;0.07;12;28;0.99768;3.52;0.73;9.5;6;France;Alsace;Alsace;;Riesling;Cave de Beblenheim
8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5;US;California;Sonoma Coast;Sonoma;Pinot Noir;De Loach
8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5;Chile;Central Valley;;;Sauvignon Blanc;De Martino
7.6;0.54;0.13;2.5;0.097;24;66;0.99785;3.39;0.61;9.4;5;France;Alsace;Alsace;;Gewürztraminer;Dopff Au Moulin
8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5;US;California;Edna Valley;Central Coast;Chardonnay;Center of Effort
7.8;0.48;0.68;1.7;0.415;14;32;0.99656;3.09;1.06;9.1;6;Spain;Northern Spain;Rioja;;Viura;El Coto
7.8;0.91;0.07;1.9;0.058;22;47;0.99525;3.51;0.43;10.7;6;US;California;Anderson Valley;;Gewürztraminer;Handley
6.3;0.98;0.01;2;0.057;15;33;0.99488;3.6;0.46;11.2;6;US;California;Napa Valley;Napa;Zinfandel;Kuleto Estate
8.1;0.87;0;2.2;0.084;10;31;0.99656;3.25;0.5;9.8;5;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Lane Tanner
8.1;0.87;0;2.2;0.084;10;31;0.99656;3.25;0.5;9.8;5;US;California;Sonoma Coast;Sonoma;Pinot Noir;MacRostie
8.8;0.42;0.21;2.5;0.092;33;88;0.99823;3.19;0.52;9.2;5;US;California;Temecula Valley;South Coast;Syrah;Monte De Oro
9;0.58;0.25;2.8;0.075;9;104;0.99779;3.23;0.57;9.7;5;US;California;Dry Creek Valley;Sonoma;Syrah;Mounts
9.3;0.655;0.26;2;0.096;5;35;0.99738;3.25;0.42;9.6;5;Chile;Colchagua Valley;;;Cabernet Sauvignon-Carmenère;Ninquén
8.8;0.7;0;1.7;0.069;8;19;0.99701;3.31;0.53;10;6;Spain;Northern Spain;Rueda;;Verdejo;Oro de Castilla
9.3;0.655;0.26;2;0.096;5;35;0.99738;3.25;0.42;9.6;5;Spain;Northern Spain;Rueda;;Verdejo-Viura;Pablo del Villar
9.1;0.68;0.11;2.8;0.093;11;44;0.99888;3.31;0.55;9.5;6;US;California;North Coast;North Coast;Syrah;Pax
9.2;0.67;0.1;3;0.091;12;48;0.99888;3.31;0.54;9.5;6;US;California;Napa Valley;Napa;Red Blend;Robert Foley
8.8;0.59;0.18;2.9;0.089;12;74;0.99738;3.14;0.54;9.4;5;Australia;Tasmania;Tasmania;;Pinot Noir;42°S
7.5;0.6;0.32;2.7;0.103;13;98;0.99938;3.45;0.62;9.5;5;Spain;Northern Spain;Cariñena;;Tempranillo;Manyana
7.1;0.59;0.02;2.3;0.082;24;94;0.99744;3.55;0.53;9.7;6;Australia;Australia Other;South Eastern Australia;;Cabernet Sauvignon;McWilliam's Hanwood Estate
7.9;0.72;0.01;1.9;0.076;7;32;0.99668;3.39;0.54;9.6;5;Italy;Southern Italy;Aglianico del Vulture;;Aglianico;Paternoster
7.1;0.59;0.02;2.3;0.082;24;94;0.99744;3.55;0.53;9.7;6;France;Champagne;Champagne;;Chardonnay;G. H. Mumm
9.4;0.685;0.26;2.4;0.082;23;143;0.9978;3.28;0.55;9.4;5;US;California;Green Valley;Sonoma;Sparkling Blend;Iron Horse
9.5;0.57;0.27;2.3;0.082;23;144;0.99782;3.27;0.55;9.4;5;France;Champagne;Champagne;;Chardonnay;Jean Milan
7.9;0.4;0.29;1.8;0.157;1;44;0.9973;3.3;0.92;9.5;6;Portugal;Alentejo;;;Portuguese Red;Monte da Penha
7.9;0.4;0.3;1.8;0.157;2;45;0.99727;3.31;0.91;9.5;6;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Patton Valley
7.2;1;0;3;0.102;7;16;0.99586;3.43;0.46;10;5;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Patton Valley
6.9;0.765;0.18;2.4;0.243;5.5;48;0.99612;3.4;0.6;10.3;6;France;Champagne;Champagne;;Chardonnay;Pierre Gimonnet et Fils
6.9;0.635;0.17;2.4;0.241;6;18;0.9961;3.4;0.59;10.3;6;Italy;Northeastern Italy;Colli Orientali del Friuli;;Verduzzo;Scubla
8.3;0.43;0.3;3.4;0.079;7;34;0.99788;3.36;0.61;10.5;5;US;Oregon;Dundee Hills;Willamette Valley;Pinot Noir;Adelsheim
7.1;0.52;0.03;2.6;0.076;21;92;0.99745;3.5;0.6;9.8;5;France;Champagne;Champagne;;Champagne Blend;Bruno Paillard
7;0.57;0;2;0.19;12;45;0.99676;3.31;0.6;9.4;6;Italy;Tuscany;Vin Santo del Chianti Classico;;White Blend;Castello d'Albola
6.5;0.46;0.14;2.4;0.114;9;37;0.99732;3.66;0.65;9.8;5;Italy;Northeastern Italy;Trento;;Chardonnay;Ferrari
9;0.82;0.05;2.4;0.081;26;96;0.99814;3.36;0.53;10;5;US;California;Arroyo Grande Valley;Central Coast;Sparkling Blend;Laetitia
6.5;0.46;0.14;2.4;0.114;9;37;0.99732;3.66;0.65;9.8;5;US;California;Alexander Valley;Sonoma;Zinfandel;Bella
7.1;0.59;0.01;2.5;0.077;20;85;0.99746;3.55;0.59;9.8;5;Portugal;Douro;;;Portuguese Red;Quinta do Sagrado
9.9;0.35;0.41;2.3;0.083;11;61;0.9982;3.21;0.5;9.5;5;Argentina;Other;Salta;;Red Blend;San Pedro de Yacochuya
9.9;0.35;0.41;2.3;0.083;11;61;0.9982;3.21;0.5;9.5;5;Portugal;Douro;;;Portuguese Red;Sobredos
10;0.56;0.24;2.2;0.079;19;58;0.9991;3.18;0.56;10.1;6;US;California;Rutherford;Napa;Cabernet Sauvignon;St. Supéry
10;0.56;0.24;2.2;0.079;19;58;0.9991;3.18;0.56;10.1;6;Argentina;Mendoza Province;Perdriel;;Chardonnay;Viña Cobos
8.6;0.63;0.17;2.9;0.099;21;119;0.998;3.09;0.52;9.3;5;Germany;Mosel;;;Riesling;Von Schleinitz
7.4;0.37;0.43;2.6;0.082;18;82;0.99708;3.33;0.68;9.7;6;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Sauvignon;Barnard Griffin
8.8;0.64;0.17;2.9;0.084;25;130;0.99818;3.23;0.54;9.6;5;US;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Beacon Hill
7.1;0.61;0.02;2.5;0.081;17;87;0.99745;3.48;0.6;9.7;6;France;Bordeaux;Médoc;;Bordeaux-style Red Blend;Bernard Magrez
7.7;0.6;0;2.6;0.055;7;13;0.99639;3.38;0.56;10.8;5;US;Washington;Yakima Valley;Columbia Valley;Red Blend;Brian Carter Cellars
10.1;0.27;0.54;2.3;0.065;7;26;0.99531;3.17;0.53;12.5;6;US;California;Santa Ynez Valley;Central Coast;Grenache Blanc;Buttonwood
10.8;0.89;0.3;2.6;0.132;7;60;0.99786;2.99;1.18;10.2;5;France;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Corbin
8.7;0.46;0.31;2.5;0.126;24;64;0.99746;3.1;0.74;9.6;5;France;Bordeaux;Haut-Médoc;;Bordeaux-style Red Blend;Château Haut-Logat
9.3;0.37;0.44;1.6;0.038;21;42;0.99526;3.24;0.81;10.8;7;France;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château La Branne
9.4;0.5;0.34;3.6;0.082;5;14;0.9987;3.29;0.52;10.7;6;France;Bordeaux;Fronsac;;Bordeaux-style Red Blend;Château Mayne Vieil
9.4;0.5;0.34;3.6;0.082;5;14;0.9987;3.29;0.52;10.7;6;France;Bordeaux;Margaux;;Bordeaux-style Red Blend;Château Mille-Roses
7.2;0.61;0.08;4;0.082;26;108;0.99641;3.25;0.51;9.4;5;US;California;Santa Ynez Valley;Central Coast;Cabernet Sauvignon;Chessman
8.6;0.55;0.09;3.3;0.068;8;17;0.99735;3.23;0.44;10;5;US;California;Sonoma Valley;Sonoma;Syrah;Deerfield Ranch
5.1;0.585;0;1.7;0.044;14;86;0.99264;3.56;0.94;12.9;7;France;Beaujolais;Juliénas;;Gamay;Domaine Franck Besson
7.7;0.56;0.08;2.5;0.114;14;46;0.9971;3.24;0.66;9.6;6;US;Washington;Red Mountain;Columbia Valley;Merlot;Efeste
8.4;0.52;0.22;2.7;0.084;4;18;0.99682;3.26;0.57;9.9;6;US;Washington;Ancient Lakes;Columbia Valley;Chardonnay;Efeste
8.2;0.28;0.4;2.4;0.052;4;10;0.99356;3.33;0.7;12.8;7;US;Oregon;Oregon;Oregon Other;Riesling;Firesteed
8.4;0.25;0.39;2;0.041;4;10;0.99386;3.27;0.71;12.5;7;US;California;Sierra Foothills;Sierra Foothills;Chardonnay;Iron Hub
8.2;0.28;0.4;2.4;0.052;4;10;0.99356;3.33;0.7;12.8;7;Australia;Victoria;Mornington Peninsula;;Chardonnay;Kooyong
7.4;0.53;0.12;1.9;0.165;4;12;0.99702;3.26;0.86;9.2;5;Italy;Central Italy;Verdicchio dei Castelli di Jesi Classico;;Verdicchio;Moncaro
7.6;0.48;0.31;2.8;0.07;4;15;0.99693;3.22;0.55;10.3;6;Spain;Central Spain;Vino de la Tierra de Castilla;;Tempranillo;Finca Constancia
7.3;0.49;0.1;2.6;0.068;4;14;0.99562;3.3;0.47;10.5;5;US;California;Rutherford;Napa;Cabernet Sauvignon;Aiken
12.9;0.5;0.55;2.8;0.072;7;24;1.00012;3.09;0.68;10.9;6;Germany;Franken;;;Silvaner;Castell
10.8;0.45;0.33;2.5;0.099;20;38;0.99818;3.24;0.71;10.8;5;US;California;Mendocino Ridge;;Syrah;Donkey & Goat
6.9;0.39;0.24;2.1;0.102;4;7;0.99462;3.44;0.58;11.4;4;Australia;South Australia;Barossa Valley;;Red Blend;Torbreck
12.6;0.41;0.54;2.8;0.103;19;41;0.99939;3.21;0.76;11.3;6;Italy;Tuscany;Rosso di Montalcino;;Sangiovese;Valdicava
10.8;0.45;0.33;2.5;0.099;20;38;0.99818;3.24;0.71;10.8;5;US;Washington;Wahluke Slope;Columbia Valley;Sauvignon Blanc;Finn Hill
9.8;0.51;0.19;3.2;0.081;8;30;0.9984;3.23;0.58;10.5;6;US;New York;Finger Lakes;Finger Lakes;Gewürztraminer;Keuka Spring
10.8;0.29;0.42;1.6;0.084;19;27;0.99545;3.28;0.73;11.9;6;Chile;Colchagua Valley;;;Merlot;La Playa
7.1;0.715;0;2.35;0.071;21;47;0.99632;3.29;0.45;9.4;5;France;Beaujolais;Beaujolais-Villages;;Gamay;Les Vins Aujoux
9.1;0.66;0.15;3.2;0.097;9;59;0.99976;3.28;0.54;9.6;5;France;Southwest France;Côtes de Gascogne;;Colombard;Mont Gravet
7;0.685;0;1.9;0.099;9;22;0.99606;3.34;0.6;9.7;5;Spain;Northern Spain;Rioja;;Tempranillo Blend;Navardia
4.9;0.42;0;2.1;0.048;16;42;0.99154;3.71;0.74;14;7;Spain;Catalonia;Cava;;Sparkling Blend;Pata Negra
6.7;0.54;0.13;2;0.076;15;36;0.9973;3.61;0.64;9.8;5;Italy;Tuscany;Rosso di Montalcino;;Sangiovese;Ridolfi
6.7;0.54;0.13;2;0.076;15;36;0.9973;3.61;0.64;9.8;5;US;California;Paso Robles;Central Coast;Malbec;Still Waters
7.1;0.48;0.28;2.8;0.068;6;16;0.99682;3.24;0.53;10.3;5;US;California;California;California Other;Merlot;Stomping Ground
7.1;0.46;0.14;2.8;0.076;15;37;0.99624;3.36;0.49;10.7;5;Italy;Tuscany;Brunello di Montalcino;;Sangiovese;Tenuta Poggio il Castellare
7.5;0.27;0.34;2.3;0.05;4;8;0.9951;3.4;0.64;11;7;Italy;Tuscany;Rosso di Montalcino;;Sangiovese;Tenuta San Giorgio
7.1;0.46;0.14;2.8;0.076;15;37;0.99624;3.36;0.49;10.7;5;Chile;Curicó Valley;;;Merlot;Terrapura
7.8;0.57;0.09;2.3;0.065;34;45;0.99417;3.46;0.74;12.7;8;France;Southwest France;Côtes du Lot;;Chenin Blanc;Clos Troteligotte
5.9;0.61;0.08;2.1;0.071;16;24;0.99376;3.56;0.77;11.1;6;US;Washington;Columbia Valley (WA);Columbia Valley;Viognier;Columbia Winery
7.5;0.685;0.07;2.5;0.058;5;9;0.99632;3.38;0.55;10.9;4;France;Beaujolais;Beaujolais-Villages;;Chardonnay;Domaine de Thulon
5.9;0.61;0.08;2.1;0.071;16;24;0.99376;3.56;0.77;11.1;6;France;Beaujolais;Moulin-à-Vent;;Gamay;Domaine du Haut-Poncié
10.4;0.44;0.42;1.5;0.145;34;48;0.99832;3.38;0.86;9.9;3;France;Beaujolais;Beaujolais;;Gamay;Domaine du Vissoux
11.6;0.47;0.44;1.6;0.147;36;51;0.99836;3.38;0.86;9.9;4;Italy;Piedmont;Nebbiolo d'Alba;;Nebbiolo;Dosio
8.8;0.685;0.26;1.6;0.088;16;23;0.99694;3.32;0.47;9.4;5;Chile;Loncomilla Valley;;;Cabernet Sauvignon;G7
7.6;0.665;0.1;1.5;0.066;27;55;0.99655;3.39;0.51;9.3;5;France;Beaujolais;Beaujolais;;Gamay;Georges Duboeuf
6.7;0.28;0.28;2.4;0.012;36;100;0.99064;3.26;0.39;11.7;7;Spain;Catalonia;Cava;;Sparkling Blend;Juvé y Camps
6.7;0.28;0.28;2.4;0.012;36;100;0.99064;3.26;0.39;11.7;7;Spain;Catalonia;Cava;;Sparkling Blend;Juvé y Camps
10.1;0.31;0.35;1.6;0.075;9;28;0.99672;3.24;0.83;11.2;7;US;Washington;Walla Walla Valley (WA);Columbia Valley;Syrah;Kontos
6;0.5;0.04;2.2;0.092;13;26;0.99647;3.46;0.47;10;5;US;New York;Finger Lakes;Finger Lakes;Riesling;Lamoreaux Landing
11.1;0.42;0.47;2.65;0.085;9;34;0.99736;3.24;0.77;12.1;7;France;Beaujolais;Beaujolais Rosé;;Rosé;Laurent Gauthier
6.6;0.66;0;3;0.115;21;31;0.99629;3.45;0.63;10.3;5;US;California;California;California Other;Chardonnay;Leaping Horse
10.6;0.5;0.45;2.6;0.119;34;68;0.99708;3.23;0.72;10.9;6;France;Beaujolais;Beaujolais-Villages;;Gamay;Manoir du Carra
7.1;0.685;0.35;2;0.088;9;92;0.9963;3.28;0.62;9.4;5;US;Washington;Columbia Valley (WA);Columbia Valley;Cabernet Franc;Maryhill
9.9;0.25;0.46;1.7;0.062;26;42;0.9959;3.18;0.83;10.6;6;Italy;Sicily & Sardinia;Etna;;Carricante;Cottanera
6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5;Italy;Sicily & Sardinia;Terre Siciliane;;Grillo;CVA Canicattì
6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5;France;Alsace;Alsace;;Sylvaner;Domaine Barmès-Buecher
7.4;0.68;0.16;1.8;0.078;12;39;0.9977;3.5;0.7;9.9;6;France;Alsace;Alsace;;Pinot Noir;Domaine Bott-Geyl
6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5;France;Burgundy;Marsannay;;Pinot Noir;Domaine Collotte
6.4;0.63;0.21;1.6;0.08;12;32;0.99689;3.58;0.66;9.8;5;France;Burgundy;Gevrey-Chambertin;;Pinot Noir;Domaine Faiveley
9.3;0.43;0.44;1.9;0.085;9;22;0.99708;3.28;0.55;9.5;5;France;Burgundy;Beaune;;Chardonnay;Domaine Jacques Prieur
9.3;0.43;0.44;1.9;0.085;9;22;0.99708;3.28;0.55;9.5;5;France;Burgundy;Marsannay;;Pinot Noir;Domaine René Bouvier
8;0.42;0.32;2.5;0.08;26;122;0.99801;3.22;1.07;9.7;5;France;Alsace;Alsace;;Sylvaner;Domaine Roland Schmitt
9.3;0.36;0.39;1.5;0.08;41;55;0.99652;3.47;0.73;10.9;6;Germany;Mosel;;;Riesling;Dr. H. Thanisch (Erben Thanisch)
9.3;0.36;0.39;1.5;0.08;41;55;0.99652;3.47;0.73;10.9;6;US;California;Amador County;Sierra Foothills;Zinfandel;Easton
7.6;0.735;0.02;2.5;0.071;10;14;0.99538;3.51;0.71;11.7;7;US;California;Edna Valley;Central Coast;Chardonnay;Edna Valley Vineyard
9.3;0.36;0.39;1.5;0.08;41;55;0.99652;3.47;0.73;10.9;6;Italy;Southern Italy;Sannio;;Fiano;Fattoria La Rivolta
8.2;0.26;0.34;2.5;0.073;16;47;0.99594;3.4;0.78;11.3;7;US;California;Santa Barbara County;Central Coast;Syrah;Fess Parker
11.7;0.28;0.47;1.7;0.054;17;32;0.99686;3.15;0.67;10.6;7;US;Oregon;Oregon;Oregon Other;Pinot Gris;Firesteed
6.8;0.56;0.22;1.8;0.074;15;24;0.99438;3.4;0.82;11.2;6;US;California;Spring Mountain District;Napa;Cabernet Sauvignon;Foretell
7.2;0.62;0.06;2.7;0.077;15;85;0.99746;3.51;0.54;9.5;5;US;California;Temecula Valley;South Coast;Cabernet Franc;Gershon Bachus
5.8;1.01;0.66;2;0.039;15;88;0.99357;3.66;0.6;11.5;6;Italy;Sicily & Sardinia;Etna;;Nerello Mascalese;Graci
7.5;0.42;0.32;2.7;0.067;7;25;0.99628;3.24;0.44;10.4;5;Italy;Sicily & Sardinia;Etna;;Rosato;Tornatore
7.2;0.62;0.06;2.5;0.078;17;84;0.99746;3.51;0.53;9.7;5;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;West of Temperance
7.2;0.62;0.06;2.7;0.077;15;85;0.99746;3.51;0.54;9.5;5;Germany;Ahr;;;Früburgunder;Winzergenossenschaft Mayschoss-Altenahr
7.2;0.635;0.07;2.6;0.077;16;86;0.99748;3.51;0.54;9.7;5;Italy;Sicily & Sardinia;Sicilia;;White Blend;Baglio del Cristo di Campobello
6.8;0.49;0.22;2.3;0.071;13;24;0.99438;3.41;0.83;11.3;6;Australia;South Australia;McLaren Vale;;Rosé;Beresford
6.9;0.51;0.23;2;0.072;13;22;0.99438;3.4;0.84;11.2;6;US;Oregon;Chehalem Mountains;Willamette Valley;Pinot Noir;Carabella
6.8;0.56;0.22;1.8;0.074;15;24;0.99438;3.4;0.82;11.2;6;Chile;Colchagua Valley;;;Carmenère;Carmen
7.6;0.63;0.03;2;0.08;27;43;0.99578;3.44;0.64;10.9;6;US;California;Ballard Canyon;Central Coast;Grenache;Casa Dumetz
7.7;0.715;0.01;2.1;0.064;31;43;0.99371;3.41;0.57;11.8;6;US;California;Mendocino Ridge;;Syrah;Greenwood Ridge
6.9;0.56;0.03;1.5;0.086;36;46;0.99522;3.53;0.57;10.6;5;US;California;Napa Valley;Napa;Merlot;Herencia
7.3;0.35;0.24;2;0.067;28;48;0.99576;3.43;0.54;10;4;US;Oregon;Oregon;Oregon Other;Albariño;J. Scott Cellars
9.1;0.21;0.37;1.6;0.067;6;10;0.99552;3.23;0.58;11.1;7;Hungary;Tokaji;;;White Blend;Chateau Dereszla
10.4;0.38;0.46;2.1;0.104;6;10;0.99664;3.12;0.65;11.8;7;Portugal;Douro;;;Sousão;Quinta do Vallado
8.8;0.31;0.4;2.8;0.109;7;16;0.99614;3.31;0.79;11.8;7;Portugal;Douro;;;Portuguese Red;Roquette e Cazes
7.1;0.47;0;2.2;0.067;7;14;0.99517;3.4;0.58;10.9;4;Spain;Catalonia;Priorat;;Red Blend;Vall Llach
7.7;0.715;0.01;2.1;0.064;31;43;0.99371;3.41;0.57;11.8;6;Italy;Tuscany;Bolgheri Superiore;;Red Blend;Ceralti
8.8;0.61;0.19;4;0.094;30;69;0.99787;3.22;0.5;10;6;France;Bordeaux;Saint-Estèphe;;Bordeaux-style Red Blend;Château Bel-Air Ortet
7.2;0.6;0.04;2.5;0.076;18;88;0.99745;3.53;0.55;9.5;5;France;Bordeaux;Margaux;;Bordeaux-style Red Blend;Château Ferrière
9.2;0.56;0.18;1.6;0.078;10;21;0.99576;3.15;0.49;9.9;5;US;California;Los Carneros;Napa-Sonoma;Syrah;Cline
7.6;0.715;0;2.1;0.068;30;35;0.99533;3.48;0.65;11.4;6;Spain;Catalonia;Priorat;;Red Blend;Fuentes
8.4;0.31;0.29;3.1;0.194;14;26;0.99536;3.22;0.78;12;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Fuse
7.2;0.6;0.04;2.5;0.076;18;88;0.99745;3.53;0.55;9.5;5;Italy;Tuscany;Bolgheri Superiore;;Red Blend;I Luoghi
8.8;0.61;0.19;4;0.094;30;69;0.99787;3.22;0.5;10;6;US;California;Russian River Valley;Sonoma;Sparkling Blend;J Vineyards & Winery
8.9;0.75;0.14;2.5;0.086;9;30;0.99824;3.34;0.64;10.5;5;US;California;Dry Creek Valley;Sonoma;Petite Sirah;Kokomo
9;0.8;0.12;2.4;0.083;8;28;0.99836;3.33;0.65;10.4;6;France;Languedoc-Roussillon;Minervois;;Rhône-style Red Blend;Loup Blanc
10.7;0.52;0.38;2.6;0.066;29;56;0.99577;3.15;0.79;12.1;7;Portugal;Douro;;;Portuguese White;Maritávora
6.8;0.57;0;2.5;0.072;32;64;0.99491;3.43;0.56;11.2;6;US;Washington;Yakima Valley;Columbia Valley;Cabernet Franc;Owen Roe
10.7;0.9;0.34;6.6;0.112;23;99;1.00289;3.22;0.68;9.3;5;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Pacific Ridge
7.2;0.34;0.24;2;0.071;30;52;0.99576;3.44;0.58;10.1;5;US;California;Napa Valley;Napa;Viognier;Phoenix Ranch
7.2;0.66;0.03;2.3;0.078;16;86;0.99743;3.53;0.57;9.7;5;US;California;Santa Maria Valley;Central Coast;Pinot Noir;2nd Chance
10.1;0.45;0.23;1.9;0.082;10;18;0.99774;3.22;0.65;9.3;6;US;Washington;Columbia Valley (WA);Columbia Valley;Bordeaux-style Red Blend;Bergevin Lane
7.2;0.66;0.03;2.3;0.078;16;86;0.99743;3.53;0.57;9.7;5;Australia;Australia Other;South Eastern Australia;;Shiraz;Hungerford Hill
7.2;0.63;0.03;2.2;0.08;17;88;0.99745;3.53;0.58;9.8;6;Italy;Tuscany;Morellino di Scansano;;Sangiovese;Jacopo Biondi-Santi
7.1;0.59;0.01;2.3;0.08;27;43;0.9955;3.42;0.58;10.7;6;Italy;Tuscany;Toscana;;Red Blend;Le Buche
8.3;0.31;0.39;2.4;0.078;17;43;0.99444;3.31;0.77;12.5;7;US;California;Temecula Valley;South Coast;Syrah;Leonesse Cellars
7.1;0.59;0.01;2.3;0.08;27;43;0.9955;3.42;0.58;10.7;6;US;Washington;Columbia Valley (WA);Columbia Valley;Syrah;Market Vineyards
8.3;0.31;0.39;2.4;0.078;17;43;0.99444;3.31;0.77;12.5;7;Italy;Tuscany;Toscana;;Red Blend;Marsiliana
8.3;1.02;0.02;3.4;0.084;6;11;0.99892;3.48;0.49;11;3;Italy;Tuscany;Chianti Classico;;Sangiovese;Mazzei
8.9;0.31;0.36;2.6;0.056;10;39;0.99562;3.4;0.69;11.8;5;Spain;Catalonia;Priorat;;Red Blend;Morlanda
7.4;0.635;0.1;2.4;0.08;16;33;0.99736;3.58;0.69;10.8;7;Portugal;Douro;;;Portuguese White;Quinta do Vallado
7.4;0.635;0.1;2.4;0.08;16;33;0.99736;3.58;0.69;10.8;7;US;Texas;Texas High Plains;;Roussanne;Becker
6.8;0.59;0.06;6;0.06;11;18;0.9962;3.41;0.59;10.8;7;Germany;Nahe;;;Riesling;Bex
6.8;0.59;0.06;6;0.06;11;18;0.9962;3.41;0.59;10.8;7;Italy;Piedmont;Barbaresco;;Nebbiolo;Boffa
9.2;0.58;0.2;3;0.081;15;115;0.998;3.23;0.59;9.5;5;US;Texas;Texas;;Nero d'Avola;Brennan
7.2;0.54;0.27;2.6;0.084;12;78;0.9964;3.39;0.71;11;5;US;Texas;Texas High Plains;;Roussanne;Brennan
6.1;0.56;0;2.2;0.079;6;9;0.9948;3.59;0.54;11.5;6;Portugal;Vinho Verde;;;Avesso;Casa de Vilacetinho
7.4;0.52;0.13;2.4;0.078;34;61;0.99528;3.43;0.59;10.8;6;Italy;Piedmont;Barbaresco;;Nebbiolo;Cascina Bruciata
7.3;0.305;0.39;1.2;0.059;7;11;0.99331;3.29;0.52;11.5;6;Italy;Piedmont;Barbaresco;;Nebbiolo;Castello di Neive
9.3;0.38;0.48;3.8;0.132;3;11;0.99577;3.23;0.57;13.2;6;Argentina;Mendoza Province;Vista Flores;;Bordeaux-style Red Blend;Antucura
9.1;0.28;0.46;9;0.114;3;9;0.99901;3.18;0.6;10.9;6;France;France Other;Vin de France;;Cinsault;Frédéric Brouca
10;0.46;0.44;2.9;0.065;4;8;0.99674;3.33;0.62;12.2;6;US;Oregon;Willamette Valley;Willamette Valley;Rosé;Fullerton
9.4;0.395;0.46;4.6;0.094;3;10;0.99639;3.27;0.64;12.2;7;;;;;Chinuri;Gotsa Family Wines
7.3;0.305;0.39;1.2;0.059;7;11;0.99331;3.29;0.52;11.5;6;Argentina;Other;San Juan;;Malbec;Graffigna
8.6;0.315;0.4;2.2;0.079;3;6;0.99512;3.27;0.67;11.9;6;US;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Coelho
5.3;0.715;0.19;1.5;0.161;7;62;0.99395;3.62;0.61;11;5;US;Oregon;Willamette Valley;Willamette Valley;Pinot Gris;Coelho
6.8;0.41;0.31;8.8;0.084;26;45;0.99824;3.38;0.64;10.1;6;Italy;Piedmont;Barolo;;Nebbiolo;Deltetto
8.4;0.36;0.32;2.2;0.081;32;79;0.9964;3.3;0.72;11;6;Italy;Piedmont;Barolo;;Nebbiolo;Diego Conterno
8.4;0.62;0.12;1.8;0.072;38;46;0.99504;3.38;0.89;11.8;6;Argentina;Mendoza Province;Tupungato;;Pinot Gris;Domaine Bousquet
